Lead ID,organization_name,Industry,Contact Name,Email,Country,Service Needed,Status,Proposal Generated ,Proposal Link,Date Generated,Email Sent ,Date Sent,AI Follow-up Link,Follow-up Sent,Follow-up Date,Gmail Thread
L0370,Flutterwave,Fintech,Aisha Ogunleye,aisha.ogunleye@flutterwave.plc.com,Nigeria,Risk Assessment,Qualified,,,,,,,,,
L0371,Paystack,Fintech,Samuel Ogunleye,samuel.ogunleye@paystack.plc.com,Nigeria,AML Compliance,New,,,,,,,,,
L0372,Interswitch,Fintech,Mary Ogunleye,mary.ogunleye@interswitch.plc.com,Nigeria,KYC Review,Contacted,,,,,,,,,
L0373,Moniepoint,Fintech,David Bello,david.bello@moniepoint.plc.com,Nigeria,Regulatory Audit,Qualified,,,,,,,,,
L0374,Seplat Energy,Energy,Grace Bello,grace.bello@seplat.plc.com,Nigeria,Compliance Gap Assessment,New,,,,,,,,,
L0375,Oando PLC,Energy,Daniel Bello,daniel.bello@oando.plc.com,Nigeria,Risk Assessment,Contacted,,,,,,,,,
L0376,Dangote Cement,Manufacturing,Esther Eze,esther.eze@dangote.plc.com,Nigeria,AML Compliance,Qualified,,,,,,,,,
L0377,BUA Cement,Manufacturing,Michael Eze,michael.eze@bua.plc.com,Nigeria,KYC Review,New,,,,,,,,,
L0378,Nestle Nigeria,Manufacturing,Chioma Eze,chioma.eze@nestle.plc.com,Nigeria,Regulatory Audit,Contacted,,,,,,,,,
L0379,Nigerian Breweries,Manufacturing,Ibrahim Ahmed,ibrahim.ahmed@nb.plc.com,Nigeria,Compliance Gap Assessment,Qualified,,,,,,,,,
L0380,AXA Mansard,Insurance,Aisha Ahmed,aisha.ahmed@axa.plc.com,Nigeria,Risk Assessment,New,,,,,,,,,
L0381,UBA PLC,Banking,Samuel Ahmed,samuel.ahmed@uba.plc.com,Nigeria,AML Compliance,Contacted,,,,,,,,,
L0382,GTCO PLC,Banking,Mary Nwosu,mary.nwosu@gtco.plc.com,Nigeria,KYC Review,Qualified,,,,,,,,,
L0383,Zenith Bank PLC,Banking,David Nwosu,david.nwosu@zenith.plc.com,Nigeria,Regulatory Audit,New,,,,,,,,,
L0384,Access Holdings,Banking,Grace Nwosu,grace.nwosu@access.plc.com,Nigeria,Compliance Gap Assessment,Contacted,,,,,,,,,
L0385,First HoldCo,Banking,Daniel Balogun,daniel.balogun@firstholdco.plc.com,Nigeria,Risk Assessment,Qualified,,,,,,,,,
L0386,MTN Nigeria,Telecom,Esther Balogun,esther.balogun@mtn.plc.com,Nigeria,AML Compliance,New,,,,,,,,,
L0387,Airtel Nigeria,Telecom,Michael Balogun,michael.balogun@airtel.plc.com,Nigeria,KYC Review,Contacted,,,,,,,,,
L0388,Globacom,Telecom,Chioma Ojo,chioma.ojo@glo.plc.com,Nigeria,Regulatory Audit,Qualified,,,,,,,,,
L0389,9mobile,Telecom,Ibrahim Ojo,ibrahim.ojo@9mobile.plc.com,Nigeria,Compliance Gap Assessment,New,,,,,,,,,
L0390,Flutterwave,Fintech,Aisha Ojo,aisha.ojo@flutterwave.plc.com,Nigeria,Risk Assessment,Contacted,,,,,,,,,
L0391,Paystack,Fintech,Samuel Johnson,samuel.johnson@paystack.plc.com,Nigeria,AML Compliance,Qualified,,,,,,,,,
L0392,Interswitch,Fintech,Mary Johnson,mary.johnson@interswitch.plc.com,Nigeria,KYC Review,New,,,,,,,,,
L0393,Moniepoint,Fintech,David Johnson,david.johnson@moniepoint.plc.com,Nigeria,Regulatory Audit,Contacted,,,,,,,,,
L0394,Seplat Energy,Energy,Grace Adewale,grace.adewale@seplat.plc.com,Nigeria,Compliance Gap Assessment,Qualified,,,,,,,,,
L0395,Oando PLC,Energy,Daniel Adewale,daniel.adewale@oando.plc.com,Nigeria,Risk Assessment,New,,,,,,,,,
L0396,Dangote Cement,Manufacturing,Esther Adewale,esther.adewale@dangote.plc.com,Nigeria,AML Compliance,Contacted,,,,,,,,,
L0397,BUA Cement,Manufacturing,Michael Okafor,michael.okafor@bua.plc.com,Nigeria,KYC Review,Qualified,,,,,,,,,
L0398,Nestle Nigeria,Manufacturing,Chioma Okafor,chioma.okafor@nestle.plc.com,Nigeria,Regulatory Audit,New,,,,,,,,,
L0399,Nigerian Breweries,Manufacturing,Ibrahim Okafor,ibrahim.okafor@nb.plc.com,Nigeria,Compliance Gap Assessment,Contacted,,,,,,,,,
L0400,AXA Mansard,Insurance,Aisha Ogunleye,aisha.ogunleye@axa.plc.com,Nigeria,Risk Assessment,Qualified,,,,,,,,,
L0401,UBA PLC,Banking,Samuel Ogunleye,samuel.ogunleye@uba.plc.com,Nigeria,AML Compliance,New,,,,,,,,,
L0402,GTCO PLC,Banking,Mary Ogunleye,mary.ogunleye@gtco.plc.com,Nigeria,KYC Review,Contacted,,,,,,,,,
L0403,Zenith Bank PLC,Banking,David Bello,david.bello@zenith.plc.com,Nigeria,Regulatory Audit,Qualified,,,,,,,,,
L0404,Access Holdings,Banking,Grace Bello,grace.bello@access.plc.com,Nigeria,Compliance Gap Assessment,New,,,,,,,,,
L0405,First HoldCo,Banking,Daniel Bello,daniel.bello@firstholdco.plc.com,Nigeria,Risk Assessment,Contacted,,,,,,,,,
L0406,MTN Nigeria,Telecom,Esther Eze,esther.eze@mtn.plc.com,Nigeria,AML Compliance,Qualified,,,,,,,,,
L0407,Airtel Nigeria,Telecom,Michael Eze,michael.eze@airtel.plc.com,Nigeria,KYC Review,New,,,,,,,,,
L0408,Globacom,Telecom,Chioma Eze,chioma.eze@glo.plc.com,Nigeria,Regulatory Audit,Contacted,,,,,,,,,
L0409,9mobile,Telecom,Ibrahim Ahmed,ibrahim.ahmed@9mobile.plc.com,Nigeria,Compliance Gap Assessment,Qualified,,,,,,,,,
L0410,Flutterwave,Fintech,Aisha Ahmed,aisha.ahmed@flutterwave.plc.com,Nigeria,Risk Assessment,New,,,,,,,,,
L0411,Paystack,Fintech,Samuel Ahmed,samuel.ahmed@paystack.plc.com,Nigeria,AML Compliance,Contacted,,,,,,,,,
L0412,Interswitch,Fintech,Mary Nwosu,mary.nwosu@interswitch.plc.com,Nigeria,KYC Review,Qualified,,,,,,,,,
L0413,Moniepoint,Fintech,David Nwosu,david.nwosu@moniepoint.plc.com,Nigeria,Regulatory Audit,New,,,,,,,,,
L0414,Seplat Energy,Energy,Grace Nwosu,grace.nwosu@seplat.plc.com,Nigeria,Compliance Gap Assessment,Contacted,,,,,,,,,
L0415,Oando PLC,Energy,Daniel Balogun,daniel.balogun@oando.plc.com,Nigeria,Risk Assessment,Qualified,,,,,,,,,
L0416,Dangote Cement,Manufacturing,Esther Balogun,esther.balogun@dangote.plc.com,Nigeria,AML Compliance,New,,,,,,,,,
L0417,BUA Cement,Manufacturing,Michael Balogun,michael.balogun@bua.plc.com,Nigeria,KYC Review,Contacted,,,,,,,,,
L0418,Nestle Nigeria,Manufacturing,Chioma Ojo,chioma.ojo@nestle.plc.com,Nigeria,Regulatory Audit,Qualified,,,,,,,,,
L0419,Nigerian Breweries,Manufacturing,Ibrahim Ojo,ibrahim.ojo@nb.plc.com,Nigeria,Compliance Gap Assessment,New,,,,,,,,,
L0420,AXA Mansard,Insurance,Aisha Ojo,aisha.ojo@axa.plc.com,Nigeria,Risk Assessment,Contacted,,,,,,,,,
L0421,UBA PLC,Banking,Samuel Johnson,samuel.johnson@uba.plc.com,Nigeria,AML Compliance,Qualified,,,,,,,,,
L0422,GTCO PLC,Banking,Mary Johnson,mary.johnson@gtco.plc.com,Nigeria,KYC Review,New,,,,,,,,,
L0423,Zenith Bank PLC,Banking,David Johnson,david.johnson@zenith.plc.com,Nigeria,Regulatory Audit,Contacted,,,,,,,,,
L0424,Access Holdings,Banking,Grace Adewale,grace.adewale@access.plc.com,Nigeria,Compliance Gap Assessment,Qualified,,,,,,,,,
L0425,First HoldCo,Banking,Daniel Adewale,daniel.adewale@firstholdco.plc.com,Nigeria,Risk Assessment,New,,,,,,,,,
L0426,MTN Nigeria,Telecom,Esther Adewale,esther.adewale@mtn.plc.com,Nigeria,AML Compliance,Contacted,,,,,,,,,
L0427,Airtel Nigeria,Telecom,Michael Okafor,michael.okafor@airtel.plc.com,Nigeria,KYC Review,Qualified,,,,,,,,,
L0428,Globacom,Telecom,Chioma Okafor,chioma.okafor@glo.plc.com,Nigeria,Regulatory Audit,New,,,,,,,,,
L0429,9mobile,Telecom,Ibrahim Okafor,ibrahim.okafor@9mobile.plc.com,Nigeria,Compliance Gap Assessment,Contacted,,,,,,,,,
L0430,Flutterwave,Fintech,Aisha Ogunleye,aisha.ogunleye@flutterwave.plc.com,Nigeria,Risk Assessment,Qualified,,,,,,,,,
L0431,Paystack,Fintech,Samuel Ogunleye,samuel.ogunleye@paystack.plc.com,Nigeria,AML Compliance,New,,,,,,,,,
L0432,Interswitch,Fintech,Mary Ogunleye,mary.ogunleye@interswitch.plc.com,Nigeria,KYC Review,Contacted,,,,,,,,,
L0433,Moniepoint,Fintech,David Bello,david.bello@moniepoint.plc.com,Nigeria,Regulatory Audit,Qualified,,,,,,,,,
L0434,Seplat Energy,Energy,Grace Bello,grace.bello@seplat.plc.com,Nigeria,Compliance Gap Assessment,New,,,,,,,,,
L0435,Oando PLC,Energy,Daniel Bello,daniel.bello@oando.plc.com,Nigeria,Risk Assessment,Contacted,,,,,,,,,
L0436,Dangote Cement,Manufacturing,Esther Eze,esther.eze@dangote.plc.com,Nigeria,AML Compliance,Qualified,,,,,,,,,
L0437,BUA Cement,Manufacturing,Michael Eze,michael.eze@bua.plc.com,Nigeria,KYC Review,New,,,,,,,,,
L0438,Nestle Nigeria,Manufacturing,Chioma Eze,chioma.eze@nestle.plc.com,Nigeria,Regulatory Audit,Contacted,,,,,,,,,
L0439,Nigerian Breweries,Manufacturing,Ibrahim Ahmed,ibrahim.ahmed@nb.plc.com,Nigeria,Compliance Gap Assessment,Qualified,,,,,,,,,
L0440,AXA Mansard,Insurance,Aisha Ahmed,aisha.ahmed@axa.plc.com,Nigeria,Risk Assessment,New,,,,,,,,,
L0441,UBA PLC,Banking,Samuel Ahmed,samuel.ahmed@uba.plc.com,Nigeria,AML Compliance,Contacted,,,,,,,,,
L0442,GTCO PLC,Banking,Mary Nwosu,mary.nwosu@gtco.plc.com,Nigeria,KYC Review,Qualified,,,,,,,,,
L0443,Zenith Bank PLC,Banking,David Nwosu,david.nwosu@zenith.plc.com,Nigeria,Regulatory Audit,New,,,,,,,,,
L0444,Access Holdings,Banking,Grace Nwosu,grace.nwosu@access.plc.com,Nigeria,Compliance Gap Assessment,Contacted,,,,,,,,,
L0445,First HoldCo,Banking,Daniel Balogun,daniel.balogun@firstholdco.plc.com,Nigeria,Risk Assessment,Qualified,,,,,,,,,
L0446,MTN Nigeria,Telecom,Esther Balogun,esther.balogun@mtn.plc.com,Nigeria,AML Compliance,New,,,,,,,,,
L0447,Airtel Nigeria,Telecom,Michael Balogun,michael.balogun@airtel.plc.com,Nigeria,KYC Review,Contacted,,,,,,,,,
L0448,Globacom,Telecom,Chioma Ojo,chioma.ojo@glo.plc.com,Nigeria,Regulatory Audit,Qualified,,,,,,,,,
L0449,9mobile,Telecom,Ibrahim Ojo,ibrahim.ojo@9mobile.plc.com,Nigeria,Compliance Gap Assessment,New,,,,,,,,,
L0450,Flutterwave,Fintech,Aisha Ojo,aisha.ojo@flutterwave.plc.com,Nigeria,Risk Assessment,Contacted,,,,,,,,,
L0451,Paystack,Fintech,Samuel Johnson,samuel.johnson@paystack.plc.com,Nigeria,AML Compliance,Qualified,,,,,,,,,
L0452,Interswitch,Fintech,Mary Johnson,mary.johnson@interswitch.plc.com,Nigeria,KYC Review,New,,,,,,,,,
L0453,Moniepoint,Fintech,David Johnson,david.johnson@moniepoint.plc.com,Nigeria,Regulatory Audit,Contacted,,,,,,,,,
L0454,Seplat Energy,Energy,Grace Adewale,grace.adewale@seplat.plc.com,Nigeria,Compliance Gap Assessment,Qualified,,,,,,,,,
L0455,Oando PLC,Energy,Daniel Adewale,daniel.adewale@oando.plc.com,Nigeria,Risk Assessment,New,,,,,,,,,
L0456,Dangote Cement,Manufacturing,Esther Adewale,esther.adewale@dangote.plc.com,Nigeria,AML Compliance,Contacted,,,,,,,,,
L0457,BUA Cement,Manufacturing,Michael Okafor,michael.okafor@bua.plc.com,Nigeria,KYC Review,Qualified,,,,,,,,,
L0458,Nestle Nigeria,Manufacturing,Chioma Okafor,chioma.okafor@nestle.plc.com,Nigeria,Regulatory Audit,New,,,,,,,,,
L0459,Nigerian Breweries,Manufacturing,Ibrahim Okafor,ibrahim.okafor@nb.plc.com,Nigeria,Compliance Gap Assessment,Contacted,,,,,,,,,
L0460,AXA Mansard,Insurance,Aisha Ogunleye,aisha.ogunleye@axa.plc.com,Nigeria,Risk Assessment,Qualified,,,,,,,,,
L0461,UBA PLC,Banking,Samuel Ogunleye,samuel.ogunleye@uba.plc.com,Nigeria,AML Compliance,New,,,,,,,,,
L0462,GTCO PLC,Banking,Mary Ogunleye,mary.ogunleye@gtco.plc.com,Nigeria,KYC Review,Contacted,,,,,,,,,
L0463,Zenith Bank PLC,Banking,David Bello,david.bello@zenith.plc.com,Nigeria,Regulatory Audit,Qualified,,,,,,,,,
L0464,Access Holdings,Banking,Grace Bello,grace.bello@access.plc.com,Nigeria,Compliance Gap Assessment,New,,,,,,,,,
L0465,First HoldCo,Banking,Daniel Bello,daniel.bello@firstholdco.plc.com,Nigeria,Risk Assessment,Contacted,,,,,,,,,
L0466,MTN Nigeria,Telecom,Esther Eze,esther.eze@mtn.plc.com,Nigeria,AML Compliance,Qualified,,,,,,,,,
L0467,Airtel Nigeria,Telecom,Michael Eze,michael.eze@airtel.plc.com,Nigeria,KYC Review,New,,,,,,,,,
L0468,Globacom,Telecom,Chioma Eze,chioma.eze@glo.plc.com,Nigeria,Regulatory Audit,Contacted,,,,,,,,,
L0469,9mobile,Telecom,Ibrahim Ahmed,ibrahim.ahmed@9mobile.plc.com,Nigeria,Compliance Gap Assessment,Qualified,,,,,,,,,
L0470,Flutterwave,Fintech,Aisha Ahmed,aisha.ahmed@flutterwave.plc.com,Nigeria,Risk Assessment,New,,,,,,,,,
L0471,Paystack,Fintech,Samuel Ahmed,samuel.ahmed@paystack.plc.com,Nigeria,AML Compliance,Contacted,,,,,,,,,
L0472,Interswitch,Fintech,Mary Nwosu,mary.nwosu@interswitch.plc.com,Nigeria,KYC Review,Qualified,,,,,,,,,
L0473,Moniepoint,Fintech,David Nwosu,david.nwosu@moniepoint.plc.com,Nigeria,Regulatory Audit,New,,,,,,,,,
L0474,Seplat Energy,Energy,Grace Nwosu,grace.nwosu@seplat.plc.com,Nigeria,Compliance Gap Assessment,Contacted,,,,,,,,,
L0475,Oando PLC,Energy,Daniel Balogun,daniel.balogun@oando.plc.com,Nigeria,Risk Assessment,Qualified,,,,,,,,,
L0476,Dangote Cement,Manufacturing,Esther Balogun,esther.balogun@dangote.plc.com,Nigeria,AML Compliance,New,,,,,,,,,
L0477,BUA Cement,Manufacturing,Michael Balogun,michael.balogun@bua.plc.com,Nigeria,KYC Review,Contacted,,,,,,,,,
L0478,Nestle Nigeria,Manufacturing,Chioma Ojo,chioma.ojo@nestle.plc.com,Nigeria,Regulatory Audit,Qualified,,,,,,,,,
L0479,Nigerian Breweries,Manufacturing,Ibrahim Ojo,ibrahim.ojo@nb.plc.com,Nigeria,Compliance Gap Assessment,New,,,,,,,,,
L0480,AXA Mansard,Insurance,Aisha Ojo,aisha.ojo@axa.plc.com,Nigeria,Risk Assessment,Contacted,,,,,,,,,
L0481,UBA PLC,Banking,Samuel Johnson,samuel.johnson@uba.plc.com,Nigeria,AML Compliance,Qualified,,,,,,,,,
L0482,GTCO PLC,Banking,Mary Johnson,mary.johnson@gtco.plc.com,Nigeria,KYC Review,New,,,,,,,,,
L0483,Zenith Bank PLC,Banking,David Johnson,david.johnson@zenith.plc.com,Nigeria,Regulatory Audit,Contacted,,,,,,,,,
L0484,Access Holdings,Banking,Grace Adewale,grace.adewale@access.plc.com,Nigeria,Compliance Gap Assessment,Qualified,,,,,,,,,
L0485,First HoldCo,Banking,Daniel Adewale,daniel.adewale@firstholdco.plc.com,Nigeria,Risk Assessment,New,,,,,,,,,
L0486,MTN Nigeria,Telecom,Esther Adewale,esther.adewale@mtn.plc.com,Nigeria,AML Compliance,Contacted,,,,,,,,,
L0487,Airtel Nigeria,Telecom,Michael Okafor,michael.okafor@airtel.plc.com,Nigeria,KYC Review,Qualified,,,,,,,,,
L0488,Globacom,Telecom,Chioma Okafor,chioma.okafor@glo.plc.com,Nigeria,Regulatory Audit,New,,,,,,,,,
L0489,9mobile,Telecom,Ibrahim Okafor,ibrahim.okafor@9mobile.plc.com,Nigeria,Compliance Gap Assessment,Contacted,,,,,,,,,
L0490,Flutterwave,Fintech,Aisha Ogunleye,aisha.ogunleye@flutterwave.plc.com,Nigeria,Risk Assessment,Qualified,,,,,,,,,
L0491,Paystack,Fintech,Samuel Ogunleye,samuel.ogunleye@paystack.plc.com,Nigeria,AML Compliance,New,,,,,,,,,
L0492,Interswitch,Fintech,Mary Ogunleye,mary.ogunleye@interswitch.plc.com,Nigeria,KYC Review,Contacted,,,,,,,,,
L0493,Moniepoint,Fintech,David Bello,david.bello@moniepoint.plc.com,Nigeria,Regulatory Audit,Qualified,,,,,,,,,
L0494,Seplat Energy,Energy,Grace Bello,grace.bello@seplat.plc.com,Nigeria,Compliance Gap Assessment,New,,,,,,,,,
L0495,Oando PLC,Energy,Daniel Bello,daniel.bello@oando.plc.com,Nigeria,Risk Assessment,Contacted,,,,,,,,,
L0496,Dangote Cement,Manufacturing,Esther Eze,esther.eze@dangote.plc.com,Nigeria,AML Compliance,Qualified,,,,,,,,,
L0497,BUA Cement,Manufacturing,Michael Eze,michael.eze@bua.plc.com,Nigeria,KYC Review,New,,,,,,,,,
L0498,Nestle Nigeria,Manufacturing,Chioma Eze,chioma.eze@nestle.plc.com,Nigeria,Regulatory Audit,Contacted,,,,,,,,,
L0499,Nigerian Breweries,Manufacturing,Ibrahim Ahmed,ibrahim.ahmed@nb.plc.com,Nigeria,Compliance Gap Assessment,Qualified,,,,,,,,,
L0500,AXA Mansard,Insurance,Aisha Ahmed,aisha.ahmed@axa.plc.com,Nigeria,Risk Assessment,New,,,,,,,,,
L0501,UBA PLC,Banking,Samuel Ahmed,samuel.ahmed@uba.plc.com,Nigeria,AML Compliance,Contacted,,,,,,,,,
L0502,GTCO PLC,Banking,Mary Nwosu,mary.nwosu@gtco.plc.com,Nigeria,KYC Review,Qualified,,,,,,,,,
L0503,Zenith Bank PLC,Banking,David Nwosu,david.nwosu@zenith.plc.com,Nigeria,Regulatory Audit,New,,,,,,,,,
L0504,Access Holdings,Banking,Grace Nwosu,grace.nwosu@access.plc.com,Nigeria,Compliance Gap Assessment,Contacted,,,,,,,,,
L0505,First HoldCo,Banking,Daniel Balogun,daniel.balogun@firstholdco.plc.com,Nigeria,Risk Assessment,Qualified,,,,,,,,,
L0506,MTN Nigeria,Telecom,Esther Balogun,esther.balogun@mtn.plc.com,Nigeria,AML Compliance,New,,,,,,,,,
L0507,Airtel Nigeria,Telecom,Michael Balogun,michael.balogun@airtel.plc.com,Nigeria,KYC Review,Contacted,,,,,,,,,
L0508,Globacom,Telecom,Chioma Ojo,chioma.ojo@glo.plc.com,Nigeria,Regulatory Audit,Qualified,,,,,,,,,
L0509,9mobile,Telecom,Ibrahim Ojo,ibrahim.ojo@9mobile.plc.com,Nigeria,Compliance Gap Assessment,New,,,,,,,,,
L0510,Flutterwave,Fintech,Aisha Ojo,aisha.ojo@flutterwave.plc.com,Nigeria,Risk Assessment,Contacted,,,,,,,,,
L0511,Paystack,Fintech,Samuel Johnson,samuel.johnson@paystack.plc.com,Nigeria,AML Compliance,Qualified,,,,,,,,,
L0512,Interswitch,Fintech,Mary Johnson,mary.johnson@interswitch.plc.com,Nigeria,KYC Review,New,,,,,,,,,
L0513,Moniepoint,Fintech,David Johnson,david.johnson@moniepoint.plc.com,Nigeria,Regulatory Audit,Contacted,,,,,,,,,
L0514,Seplat Energy,Energy,Grace Adewale,grace.adewale@seplat.plc.com,Nigeria,Compliance Gap Assessment,Qualified,,,,,,,,,
L0515,Oando PLC,Energy,Daniel Adewale,daniel.adewale@oando.plc.com,Nigeria,Risk Assessment,New,,,,,,,,,
L0516,Dangote Cement,Manufacturing,Esther Adewale,esther.adewale@dangote.plc.com,Nigeria,AML Compliance,Contacted,,,,,,,,,
L0517,BUA Cement,Manufacturing,Michael Okafor,michael.okafor@bua.plc.com,Nigeria,KYC Review,Qualified,,,,,,,,,
L0518,Nestle Nigeria,Manufacturing,Chioma Okafor,chioma.okafor@nestle.plc.com,Nigeria,Regulatory Audit,New,,,,,,,,,
L0519,Nigerian Breweries,Manufacturing,Ibrahim Okafor,ibrahim.okafor@nb.plc.com,Nigeria,Compliance Gap Assessment,Contacted,,,,,,,,,
L0520,AXA Mansard,Insurance,Aisha Ogunleye,aisha.ogunleye@axa.plc.com,Nigeria,Risk Assessment,Qualified,,,,,,,,,
L0521,UBA PLC,Banking,Samuel Ogunleye,samuel.ogunleye@uba.plc.com,Nigeria,AML Compliance,New,,,,,,,,,
L0522,GTCO PLC,Banking,Mary Ogunleye,mary.ogunleye@gtco.plc.com,Nigeria,KYC Review,Contacted,,,,,,,,,
L0523,Zenith Bank PLC,Banking,David Bello,david.bello@zenith.plc.com,Nigeria,Regulatory Audit,Qualified,,,,,,,,,
L0524,Access Holdings,Banking,Grace Bello,grace.bello@access.plc.com,Nigeria,Compliance Gap Assessment,New,,,,,,,,,
L0525,First HoldCo,Banking,Daniel Bello,daniel.bello@firstholdco.plc.com,Nigeria,Risk Assessment,Contacted,,,,,,,,,
L0526,MTN Nigeria,Telecom,Esther Eze,esther.eze@mtn.plc.com,Nigeria,AML Compliance,Qualified,,,,,,,,,
L0527,Airtel Nigeria,Telecom,Michael Eze,michael.eze@airtel.plc.com,Nigeria,KYC Review,New,,,,,,,,,
L0528,Globacom,Telecom,Chioma Eze,chioma.eze@glo.plc.com,Nigeria,Regulatory Audit,Contacted,,,,,,,,,
L0529,9mobile,Telecom,Ibrahim Ahmed,ibrahim.ahmed@9mobile.plc.com,Nigeria,Compliance Gap Assessment,Qualified,,,,,,,,,
L0530,Flutterwave,Fintech,Aisha Ahmed,aisha.ahmed@flutterwave.plc.com,Nigeria,Risk Assessment,New,,,,,,,,,
L0531,Paystack,Fintech,Samuel Ahmed,samuel.ahmed@paystack.plc.com,Nigeria,AML Compliance,Contacted,,,,,,,,,
L0532,Interswitch,Fintech,Mary Nwosu,mary.nwosu@interswitch.plc.com,Nigeria,KYC Review,Qualified,,,,,,,,,
L0533,Moniepoint,Fintech,David Nwosu,david.nwosu@moniepoint.plc.com,Nigeria,Regulatory Audit,New,,,,,,,,,
L0534,Seplat Energy,Energy,Grace Nwosu,grace.nwosu@seplat.plc.com,Nigeria,Compliance Gap Assessment,Contacted,,,,,,,,,
L0535,Oando PLC,Energy,Daniel Balogun,daniel.balogun@oando.plc.com,Nigeria,Risk Assessment,Qualified,,,,,,,,,
L0536,Dangote Cement,Manufacturing,Esther Balogun,esther.balogun@dangote.plc.com,Nigeria,AML Compliance,New,,,,,,,,,
L0537,BUA Cement,Manufacturing,Michael Balogun,michael.balogun@bua.plc.com,Nigeria,KYC Review,Contacted,,,,,,,,,
L0538,Nestle Nigeria,Manufacturing,Chioma Ojo,chioma.ojo@nestle.plc.com,Nigeria,Regulatory Audit,Qualified,,,,,,,,,
L0539,Nigerian Breweries,Manufacturing,Ibrahim Ojo,ibrahim.ojo@nb.plc.com,Nigeria,Compliance Gap Assessment,New,,,,,,,,,
L0540,AXA Mansard,Insurance,Aisha Ojo,aisha.ojo@axa.plc.com,Nigeria,Risk Assessment,Contacted,,,,,,,,,
L0541,UBA PLC,Banking,Samuel Johnson,samuel.johnson@uba.plc.com,Nigeria,AML Compliance,Qualified,,,,,,,,,
L0542,GTCO PLC,Banking,Mary Johnson,mary.johnson@gtco.plc.com,Nigeria,KYC Review,New,,,,,,,,,
L0543,Zenith Bank PLC,Banking,David Johnson,david.johnson@zenith.plc.com,Nigeria,Regulatory Audit,Contacted,,,,,,,,,
L0544,Access Holdings,Banking,Grace Adewale,grace.adewale@access.plc.com,Nigeria,Compliance Gap Assessment,Qualified,,,,,,,,,
L0545,First HoldCo,Banking,Daniel Adewale,daniel.adewale@firstholdco.plc.com,Nigeria,Risk Assessment,New,,,,,,,,,
L0546,MTN Nigeria,Telecom,Esther Adewale,esther.adewale@mtn.plc.com,Nigeria,AML Compliance,Contacted,,,,,,,,,
L0547,Airtel Nigeria,Telecom,Michael Okafor,michael.okafor@airtel.plc.com,Nigeria,KYC Review,Qualified,,,,,,,,,
L0548,Globacom,Telecom,Chioma Okafor,chioma.okafor@glo.plc.com,Nigeria,Regulatory Audit,New,,,,,,,,,
L0549,9mobile,Telecom,Ibrahim Okafor,ibrahim.okafor@9mobile.plc.com,Nigeria,Compliance Gap Assessment,Contacted,,,,,,,,,
L0550,Flutterwave,Fintech,Aisha Ogunleye,aisha.ogunleye@flutterwave.plc.com,Nigeria,Risk Assessment,Qualified,,,,,,,,,
L0551,Paystack,Fintech,Samuel Ogunleye,samuel.ogunleye@paystack.plc.com,Nigeria,AML Compliance,New,,,,,,,,,
L0552,Interswitch,Fintech,Mary Ogunleye,mary.ogunleye@interswitch.plc.com,Nigeria,KYC Review,Contacted,,,,,,,,,
L0553,Moniepoint,Fintech,David Bello,david.bello@moniepoint.plc.com,Nigeria,Regulatory Audit,Qualified,,,,,,,,,
L0554,Seplat Energy,Energy,Grace Bello,grace.bello@seplat.plc.com,Nigeria,Compliance Gap Assessment,New,,,,,,,,,
L0555,Oando PLC,Energy,Daniel Bello,daniel.bello@oando.plc.com,Nigeria,Risk Assessment,Contacted,,,,,,,,,
L0556,Dangote Cement,Manufacturing,Esther Eze,esther.eze@dangote.plc.com,Nigeria,AML Compliance,Qualified,,,,,,,,,
L0557,BUA Cement,Manufacturing,Michael Eze,michael.eze@bua.plc.com,Nigeria,KYC Review,New,,,,,,,,,
L0558,Nestle Nigeria,Manufacturing,Chioma Eze,chioma.eze@nestle.plc.com,Nigeria,Regulatory Audit,Contacted,,,,,,,,,
L0559,Nigerian Breweries,Manufacturing,Ibrahim Ahmed,ibrahim.ahmed@nb.plc.com,Nigeria,Compliance Gap Assessment,Qualified,,,,,,,,,
L0560,AXA Mansard,Insurance,Aisha Ahmed,aisha.ahmed@axa.plc.com,Nigeria,Risk Assessment,New,,,,,,,,,
L0561,UBA PLC,Banking,Samuel Ahmed,samuel.ahmed@uba.plc.com,Nigeria,AML Compliance,Contacted,,,,,,,,,
L0562,GTCO PLC,Banking,Mary Nwosu,mary.nwosu@gtco.plc.com,Nigeria,KYC Review,Qualified,,,,,,,,,
L0563,Zenith Bank PLC,Banking,David Nwosu,david.nwosu@zenith.plc.com,Nigeria,Regulatory Audit,New,,,,,,,,,
L0564,Access Holdings,Banking,Grace Nwosu,grace.nwosu@access.plc.com,Nigeria,Compliance Gap Assessment,Contacted,,,,,,,,,
L0565,First HoldCo,Banking,Daniel Balogun,daniel.balogun@firstholdco.plc.com,Nigeria,Risk Assessment,Qualified,,,,,,,,,
L0566,MTN Nigeria,Telecom,Esther Balogun,esther.balogun@mtn.plc.com,Nigeria,AML Compliance,New,,,,,,,,,
L0567,Airtel Nigeria,Telecom,Michael Balogun,michael.balogun@airtel.plc.com,Nigeria,KYC Review,Contacted,,,,,,,,,
L0568,Globacom,Telecom,Chioma Ojo,chioma.ojo@glo.plc.com,Nigeria,Regulatory Audit,Qualified,,,,,,,,,
